Medicine Name,Used for ,Activity,pregnancy category,Alcohol,Rating,No of Reviews,,Medicine Name222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec-naprosyn,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),contains alcohol,,,,EC-Naprosyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flanax pain reliever,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),contains alcohol,,,,Flanax Pain Reliever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imuran,Rheumatoid Arthritis,2%,D(evidence of risk),not contains alcohol,3.8,4,,Imuran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indomethacin,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),contains alcohol,8.3,3,,indomethacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lofena,Rheumatoid Arthritis,2%,D(evidence of risk),contains alcohol,,,,Lofena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medrol dosepak,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),not contains alcohol,9,1,,Medrol Dosepak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylprednisolone dose pack,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),not contains alcohol,,,,MethylPREDNISolone Dose Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naprelan,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),contains alcohol,,,,Naprelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otrexup,Rheumatoid Arthritis,2%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,9.5,2,,Otrexup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piroxicam,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),contains alcohol,8,5,,piroxicam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reditrex,Rheumatoid Arthritis,2%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,,,,RediTrex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simponi aria,Rheumatoid Arthritis,2%,B(no risk in animal studies),not contains alcohol,6.3,12,,Simponi Aria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulindac,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),contains alcohol,5.7,3,,sulindac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trexall,Rheumatoid Arthritis,2%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,,,,Trexall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triamcinolone,Rheumatoid Arthritis,2%,C(risk cannot be ruled out),not contains alcohol,6.5,11,,triamcinolone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abatacept,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,6.2,55,,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / tramadol,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,8.7,3,,acetaminophen / tramadol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aristospan,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,9,1,,Aristospan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auranofin,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,10,2,,auranofin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azulfidine en-tabs,Rheumatoid Arthritis,1%,B(no risk in animal studies),not contains alcohol,,,,Azulfidine EN-tabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinacort,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,,,,Clinacort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortisone,Rheumatoid Arthritis,1%,N,not contains alcohol,,,,cortisone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyclosporine,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,,,,cyclosporine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daypro,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,5,3,,Daypro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de-sone la,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,,,,De-Sone LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dexamethasone intensol,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,,,,Dexamethasone Intensol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diclofenac / misoprostol,Rheumatoid Arthritis,1%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,8.1,11,,diclofenac / misoprostol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dxevo,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,,,,Dxevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esomeprazole / naproxen,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,8.1,9,,esomeprazole / naproxen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feldene,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,7.5,4,,Feldene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indocin,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,8,1,,Indocin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indocin sr,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,,,,Indocin SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenalog-10,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,,,,Kenalog-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenalog-40,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,6.3,10,,Kenalog-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ketoprofen,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,8.5,2,,ketoprofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kevzara,Rheumatoid Arthritis,1%,,not contains alcohol,5.5,20,,Kevzara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minocycline,Rheumatoid Arthritis,1%,D(evidence of risk),not contains alcohol,7.9,11,,minocycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mycophenolate mofetil,Rheumatoid Arthritis,1%,D(evidence of risk),not contains alcohol,6.5,4,,mycophenolate mofetil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxaprozin,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,5.5,4,,oxaprozin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenytoin,Rheumatoid Arthritis,1%,D(evidence of risk),contains alcohol,,,,phenytoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ridaura,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,10,2,,Ridaura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salsalate,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),contains alcohol,8,2,,salsalate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solu-medrol,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,,,,Solu-Medrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tofacitinib,Rheumatoid Arthritis,1%,C(risk cannot be ruled out),not contains alcohol,5.2,114,,tofacitinib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abrilada,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Abrilada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / aspirin,Rheumatoid Arthritis,0%,N,contains alcohol,,,,acetaminophen / aspirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acthar,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,10,1,,Acthar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alemtuzumab,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,,,,alemtuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amjevita,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Amjevita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arthricream,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Arthricream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asper-flex,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Asper-Flex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azasan,Rheumatoid Arthritis,0%,D(evidence of risk),not contains alcohol,,,,Azasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baricitinib,Rheumatoid Arthritis,0%,,not contains alcohol,9,2,,baricitinib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boroleum,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Boroleum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camphor / menthol / methyl salicylate,Rheumatoid Arthritis,0%,,not contains alcohol,9,1,,camphor / menthol / methyl salicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castiva cooling,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Castiva Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoril,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),contains alcohol,8,1,,Clinoril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corticotropin,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,9.5,2,,corticotropin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuprimine,Rheumatoid Arthritis,0%,D(evidence of risk),not contains alcohol,,,,Cuprimine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyclophosphamide,Rheumatoid Arthritis,0%,D(evidence of risk),not contains alcohol,,,,cyclophosphamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyltezo,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Cyltezo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-penamine,Rheumatoid Arthritis,0%,D(evidence of risk),not contains alcohol,,,,D-Penamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depen,Rheumatoid Arthritis,0%,D(evidence of risk),not contains alcohol,,,,Depen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diflunisal,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,6.5,2,,diflunisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dolobid,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,5,1,,Dolobid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erelzi,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Erelzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eticovo,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Eticovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eucalyptamint,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Eucalyptamint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exocaine plus,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Exocaine Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
famotidine / ibuprofen,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),contains alcohol,4,6,,famotidine / ibuprofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenoprofen,Rheumatoid Arthritis,0%,D(evidence of risk),contains alcohol,9,1,,fenoprofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenortho,Rheumatoid Arthritis,0%,D(evidence of risk),contains alcohol,,,,Fenortho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flurbiprofen,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),contains alcohol,6,1,,flurbiprofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gengraf,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,,,,Gengraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gordogesic,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Gordogesic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h.p. acthar gel,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,,,,H.P. Acthar Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hadlima,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Hadlima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heet triple action,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Heet Triple Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hulio,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Hulio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyrimoz,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Hyrimoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interferon gamma-1b,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,,,,interferon gamma-1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ixifi,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Ixifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meclofenamate,Rheumatoid Arthritis,0%,N,contains alcohol,,,,meclofenamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mentholatum deep heating,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Mentholatum Deep Heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methyl salicylate,Rheumatoid Arthritis,0%,N,not contains alcohol,7.7,9,,methyl salicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myoflex,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Myoflex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nalfon,Rheumatoid Arthritis,0%,D(evidence of risk),contains alcohol,,,,Nalfon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neoral,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,,,,Neoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penicillamine,Rheumatoid Arthritis,0%,D(evidence of risk),not contains alcohol,,,,penicillamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relafen ds,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),contains alcohol,,,,Relafen DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riabni,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),not contains alcohol,,,,Riabni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salonpas pain patch,Rheumatoid Arthritis,0%,N,not contains alcohol,6.8,6,,Salonpas Pain Patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sarilumab,Rheumatoid Arthritis,0%,,not contains alcohol,5.5,20,,sarilumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satogesic,Rheumatoid Arthritis,0%,N,not contains alcohol,,,,Satogesic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetracycline,Rheumatoid Arthritis,0%,D(evidence of risk),not contains alcohol,,,,tetracycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolmetin,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),contains alcohol,9,1,,tolmetin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trolamine salicylate,Rheumatoid Arthritis,0%,N,not contains alcohol,5,5,,trolamine salicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ximino,Rheumatoid Arthritis,0%,D(evidence of risk),not contains alcohol,,,,Ximino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xodol,Rheumatoid Arthritis,0%,C(risk cannot be ruled out),contains alcohol,,,,Xodol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yusimry,Rheumatoid Arthritis,0%,B(no risk in animal studies),not contains alcohol,,,,Yusimry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seroquel,Schizophrenia,100%,C(risk cannot be ruled out),contains alcohol,6.5,44,,Seroquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latuda,Schizophrenia,95%,B(no risk in animal studies),contains alcohol,6.3,122,,Latuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abilify,Schizophrenia,76%,C(risk cannot be ruled out),contains alcohol,6.1,104,,Abilify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
risperidone,Schizophrenia,61%,C(risk cannot be ruled out),contains alcohol,5.3,137,,risperidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clozapine,Schizophrenia,58%,B(no risk in animal studies),contains alcohol,7.8,54,,clozapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olanzapine,Schizophrenia,56%,C(risk cannot be ruled out),contains alcohol,5.2,132,,olanzapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zyprexa,Schizophrenia,55%,C(risk cannot be ruled out),contains alcohol,5.6,67,,Zyprexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vraylar,Schizophrenia,52%,,contains alcohol,6,55,,Vraylar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
risperdal,Schizophrenia,49%,C(risk cannot be ruled out),contains alcohol,5.4,54,,Risperdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abilify maintena,Schizophrenia,48%,C(risk cannot be ruled out),contains alcohol,6.1,32,,Abilify Maintena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quetiapine,Schizophrenia,45%,C(risk cannot be ruled out),contains alcohol,6.9,77,,quetiapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rexulti,Schizophrenia,45%,,contains alcohol,5.1,37,,Rexulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fanapt,Schizophrenia,41%,C(risk cannot be ruled out),contains alcohol,6.3,18,,Fanapt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aristada,Schizophrenia,38%,C(risk cannot be ruled out),contains alcohol,3.6,12,,Aristada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clozaril,Schizophrenia,38%,B(no risk in animal studies),contains alcohol,9,13,,Clozaril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caplyta,Schizophrenia,37%,,contains alcohol,4.7,39,,Caplyta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lurasidone,Schizophrenia,37%,B(no risk in animal studies),contains alcohol,6.3,127,,lurasidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cariprazine,Schizophrenia,34%,,contains alcohol,6.1,65,,cariprazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brexpiprazole,Schizophrenia,33%,,contains alcohol,5.6,41,,brexpiprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geodon,Schizophrenia,32%,C(risk cannot be ruled out),contains alcohol,6.3,46,,Geodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aripiprazole,Schizophrenia,31%,C(risk cannot be ruled out),contains alcohol,5.8,162,,aripiprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumateperone,Schizophrenia,31%,,contains alcohol,4.8,40,,lumateperone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lybalvi,Schizophrenia,31%,,contains alcohol,,,,Lybalvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invega,Schizophrenia,25%,C(risk cannot be ruled out),contains alcohol,4.5,96,,Invega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seroquel xr,Schizophrenia,24%,C(risk cannot be ruled out),contains alcohol,8,10,,Seroquel XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorpromazine,Schizophrenia,23%,N,contains alcohol,9.1,11,,chlorpromazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphris,Schizophrenia,21%,C(risk cannot be ruled out),contains alcohol,7.5,44,,Saphris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invega sustenna,Schizophrenia,18%,C(risk cannot be ruled out),contains alcohol,3.6,93,,Invega Sustenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziprasidone,Schizophrenia,16%,C(risk cannot be ruled out),contains alcohol,6,56,,ziprasidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
risperdal consta,Schizophrenia,15%,C(risk cannot be ruled out),contains alcohol,7.1,9,,Risperdal Consta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loxapine,Schizophrenia,14%,N,contains alcohol,6,14,,loxapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paliperidone,Schizophrenia,13%,C(risk cannot be ruled out),contains alcohol,4.1,283,,paliperidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zyprexa zydis,Schizophrenia,10%,C(risk cannot be ruled out),contains alcohol,4.4,6,,Zyprexa Zydis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trifluoperazine,Schizophrenia,6%,N,contains alcohol,8.3,12,,trifluoperazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zyprexa relprevv,Schizophrenia,6%,C(risk cannot be ruled out),contains alcohol,,,,Zyprexa Relprevv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invega trinza,Schizophrenia,5%,C(risk cannot be ruled out),contains alcohol,6.2,26,,Invega Trinza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thioridazine,Schizophrenia,5%,N,contains alcohol,9.5,4,,thioridazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abilify mycite,Schizophrenia,4%,C(risk cannot be ruled out),contains alcohol,,,,Abilify MyCite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aristada initio,Schizophrenia,4%,C(risk cannot be ruled out),contains alcohol,,,,Aristada Initio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fazaclo,Schizophrenia,4%,B(no risk in animal studies),contains alcohol,,,,FazaClo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perseris,Schizophrenia,4%,C(risk cannot be ruled out),contains alcohol,,,,Perseris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
